"","ID","Month","Month.Clutch","Laid","Hatched","Reef","Treatment","expt.x","FSL.1","FSL.2","FSL","MSL.1","MSL.2","MSL","MDSL","FDSL","Prophatch","Anemone.ID","Clutch.Age","M.tend","Age","expt.y","OLRE"
"36",381,"2",1,402,326,"Luba","F","Y",53.8,53.1,53.45,38.2,37.4,37.8,"-0.8",-0.7,0.810945273631841,381,6,12.17898333,"Late","Y",36
"37",384,"1",1,209,166,"Hanging 2","M","Y",51,51.4,51.2,40.3,40,40.15,"-0.3",0.4,0.794258373205742,384,6,11.40006667,"Late","Y",37
"38",384,"1",2,273,203,"Hanging 2","M","Y",51,51.4,51.2,40.3,40,40.15,"-0.3",0.4,0.743589743589744,384,7,11.53111667,"Late","Y",38
"39",384,"1",3,253,174,"Hanging 2","M","Y",51,51.4,51.2,40.3,40,40.15,"-0.3",0.4,0.687747035573123,384,7,13.32005,"Late","Y",39
"40",384,"2",1,343,294,"Hanging 2","M","Y",51,51.4,51.2,40.3,40,40.15,"-0.3",0.4,0.857142857142857,384,6,11.60121667,"Late","Y",40
"41",384,"2",2,362,272,"Hanging 2","M","Y",51,51.4,51.2,40.3,40,40.15,"-0.3",0.4,0.751381215469613,384,7,12.59133333,"Late","Y",41
"42",386,"1",1,59,14,"First","F","Y",53.4,54.6,54,39.3,42.1,40.7,"2.8",1.2,0.23728813559322,386,7,10.84235,"Late","Y",42
"43",386,"2",2,143,107,"First","F","Y",53.4,54.6,54,39.3,42.1,40.7,"2.8",1.2,0.748251748251748,NA,NA,NA,NA,NA,43
"44",390,"1",1,165,16,"Marks","C","Y",54.4,55.8,55.1,40,39.4,39.7,"-0.6",1.4,0.096969696969697,390,6,7.206616667,"Late","Y",44
"45",390,"1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,7,8.1688,"Late","Y",45
"46",390,"1",3,195,107,"Marks","C","Y",54.4,55.8,55.1,40,39.4,39.7,"-0.6",1.4,0.548717948717949,390,7,11.75938333,"Late","Y",46
"47",390,"2",1,350,225,"Marks","C","Y",54.4,55.8,55.1,40,39.4,39.7,"-0.6",1.4,0.642857142857143,NA,NA,NA,NA,NA,47
"48",390,"2",2,366,191,"Marks","C","Y",54.4,55.8,55.1,40,39.4,39.7,"-0.6",1.4,0.521857923497268,390,7,11.31988333,"Late","Y",48
"49",390,"2",3,247,211,"Marks","C","Y",54.4,55.8,55.1,40,39.4,39.7,"-0.6",1.4,0.854251012145749,NA,NA,NA,NA,NA,49
"50",392,"1",1,226,103,"Luba","M","Y",48.2,50,49.1,35.6,37.2,36.4,"1.6",1.8,0.455752212389381,392,7,13.6208,"Late","Y",50
"51",392,"1",2,170,12,"Luba","M","Y",48.2,50,49.1,35.6,37.2,36.4,"1.6",1.8,0.0705882352941176,NA,NA,NA,NA,NA,51
"52",392,"2",1,415,223,"Luba","M","Y",48.2,50,49.1,35.6,37.2,36.4,"1.6",1.8,0.537349397590361,392,7,13.41613333,"Late","Y",52
"53",393,"1",1,186,157,"Luba","M","Y",46.5,47.9,47.2,37,38.5,37.75,"1.5",1.4,0.844086021505376,393,6,7.357716667,"Late","Y",53
"54",393,"2",1,230,112,"Luba","M","Y",46.5,47.9,47.2,37,38.5,37.75,"1.5",1.4,0.48695652173913,393,7,12.84086667,"Late","Y",54
"55",393,"2",2,269,216,"Luba","M","Y",46.5,47.9,47.2,37,38.5,37.75,"1.5",1.4,0.802973977695167,393,6,10.55326667,"Late","Y",55
